Interactor_A	Interactor_B
fz	Wnt5
fz	B52
fz	Rab5
fz	otk2
fz	Wnt2
fz	otk
fz	Patj
fz	aPKC
fz	mop
fz	meru
w	Low
w	Pcf11
w	Wow
w	z
w	Rm62
w	B52
w	RevIII-7b
w	su(w<up>a</up>)
w	Doa
w	E(Pc)
w	Su(w<up>a4</up>)
w	Alh
w	Pc
w	Taf11
w	E(w<up>a</up>)
w	lncRNA:roX1
w	E(w<up>a</up>)761
w	mw
w	su(f)
w	Pcf11|Low|Wow
w	Gas41
w	mor
w	e(w<up>e</up>)
w	Mow
w	east
w	Low|Mow|Wow
w	pasha
w	drosha
w	Cmtr1
w	whg
w	Rga
w	RevIII-3y
w	Low|Wow
w	Ufo
w	AGO2
w	fru
w	Dcr-1
w	RpLP0
w	bw
w	ph-p
w	Alh::Hsap\KMT2A
w	yata
w	Scm
w	loqs
w	Kr-h1
w	r2d2
w	lncRNA:let7C
w	ox
w	E(w<up>a</up>)709
w	Low|Mow
w	E(w<up>a</up>)829
w	Mow|z
w	g
w	Gug
w	ph-d
w	Su(w<up>ch</up>)
w	Dcr-2
w	woc
w	E(z)
w	cru
w	Pcf11|Low|Mow|Wow
w	Mow|Ufo
w	e(y)3
w	E(w<up>a</up>)818
w	Pcf11|Low|Mow
w	Mow|Wow
w	E(w<up>a</up>)706
w	RevIII-7y
w	Pale
w	su(Hw)
w	Pcf11|Low
w	esc
w	Sce
w	Taf9
w	brm
w	Asx
w	trx
w	pho
w	Spps
w	Inr-b
w	kis
w	Pcl
w	E(w<up>a</up>)757
w	Pcf11|Mow|Wow
w	sdt
w	CRIF
w	Pcf11|Mow
w	Ufo|Wow
w	Psc
w	E(w<up>a</up>)705
w	E(w<up>a</up>)736
w	Su(var)205
w	brat
Low	Wow
nompC	Atat
Atat	αTub84B
Atat	Cep97
aPKC	Su(Tpl)|lilli
aPKC	numb
aPKC	pins
aPKC	Dhc64C
aPKC	arm
aPKC	arm|sgg
aPKC	l(2)gl
aPKC	mts
aPKC	par-1
aPKC	baz
aPKC	orb2
aPKC	kibra
aPKC	Myo10A
aPKC	sdt
aPKC	wupA
Su(Tpl)|lilli	Cdk9
Su(Tpl)|lilli	Dl
Su(Tpl)|lilli	Su(H)
Su(Tpl)|lilli	E(spl)mγ-HLH
Su(Tpl)|lilli	N
DCTN1-p150	EG56
DCTN1-p150	SG13
DCTN1-p150	sw
DCTN1-p150	aPKC
DCTN1-p150	TBPH
DCTN1-p150	Dhc64C
DCTN1-p150	EG162
DCTN1-p150	Khc
DCTN1-p150	Coop
DCTN1-p150	S
DCTN1-p150	EG7
DCTN1-p150	β-Spec
DCTN1-p150	bbg
DCTN1-p150	NaPi-III
DCTN1-p150	Su(Gl)27
DCTN1-p150	Lis-1
DCTN1-p150	nesd
DCTN1-p150	AkhR
DCTN1-p150	Arfip
DCTN1-p150	CG4562
DCTN1-p150	EG28
DCTN1-p150	Su(H)
DCTN1-p150	sev
DCTN1-p150	SG46
DCTN1-p150	klar
DCTN1-p150	EG79
DCTN1-p150	dop
DCTN1-p150	EG165
DCTN1-p150	spi
DCTN1-p150	TM9SF4
DCTN1-p150	B4
DCTN1-p150	Sirt2
DCTN1-p150	Su(Gl)160
DCTN1-p150	fan
DCTN1-p150	Su(Gl)57
DCTN1-p150	EG149
DCTN1-p150	SG16
DCTN1-p150	Arp10
DCTN1-p150	Arp1
DCTN1-p150	DCTN4-p62
DCTN1-p150	LRR
DCTN1-p150	DCTN2-p50
DCTN1-p150	DCTN3-p24
DCTN1-p150	Nnf1a
DCTN1-p150	h
DCTN1-p150	rod
DCTN1-p150	osk
DCTN1-p150	lva
DCTN1-p150	Strip
DCTN1-p150	alphaTub67C
DCTN1-p150	betaTub56D
DCTN1-p150	alphaTub84B
DCTN1-p150	gammaTub23C
DCTN1-p150	nuf
DCTN1-p150	Kap3
DCTN1-p150	polo
DCTN1-p150	betaTub60D
DCTN1-p150	PCID2
Col4a1	vkg
Col4a1	org-1
Col4a1	CG7049
Col4a1	Glt
Col4a1	Tet
Col4a1	Plod
Col4a1	SPARC
vkg	Gbp2
vkg	Tet
vkg	Pih1D1
vkg	CG7049
vkg	CG3008
vkg	Ndg
vkg	LanB2
vkg	prc
bchs	Atg7
bchs	Rop
bchs	Gga
bchs	Atg8a
bchs	spin
bchs	Lerp
bchs	αTub84B
bchs	Uba1
bchs	hook
bchs	Dlic
bchs	Diap1
bchs	nSMase
bchs	lace
bchs	CDase
bchs	Usp7
bchs	Rab11
bchs	Rab32
bchs	eff
bchs	or
bchs	btv
bchs	ca
bchs	Sumo
bchs	lwr
bchs	Syx1A
bchs	Atg1
bchs	dor
bchs	Atg2
bchs	car
bchs	Atg18a
bchs	Atg6
bchs	Syx13
Atg7	Atg8a
park	Ask1
park	sima
park	AMPKα
park	MTF-1
park	bsk
park	fwd
park	ref(2)P
park	Opa1
park	Marf
park	Uch
park	foxo
park	Trim9
park	mask
park	cnc
park	Sod1
park	Drp1
park	CG5676
park	PyK|Uch
park	Traf4
park	sfl
park	clu
park	PyK
park	Trap1
park	Lrrk
park	GstO2
park	PEK
park	Cat
park	Vps35
park	GstS1
park	Parp
park	Paris
park	GIIIspla2
park	Stoml2
park	cnc|ref(2)P
park	CG5676|Uch
park	DOR
park	eIF4E1
park	Usp30
park	TER94
park	Buffy
park	Shmt
park	Usp32
park	Mul1
park	STUB1
park	Sod2
park	Trim9|Uch
park	HtrA2
park	srl
park	Thor
park	Chchd2
park	Pgam5
park	puc
park	Ucp4A
park	Sting
park	ATPsynβ
park	Fer2
park	crc
park	Nmdmc
park	Atg1
park	hep
park	cn
park	heix
park	Septin4
park	koi
park	pix
park	Hsap\TAF15
park	elgi
lilli	Pten
αTub67C	swa
αTub67C	IKKε
αTub67C	ncd
αTub67C	nod
αTub67C	pins
αTub67C	Khc
swa	ctp
swa	gammaTub37C
arm	hid
arm	stg
arm	ds
arm	pygo
arm	tkv
arm	pan
arm	mam
arm	pav
arm	p120ctn
arm	Fas3
arm	Egfr
arm	mor
arm	bi
arm	Traf4
arm	bsk
arm	hep
arm	Abl
arm	CtBP
arm	rho
arm	spen
arm	nkd
arm	dlg1
arm	mir-8
arm	trbd
arm	Dp|E2f1
arm	lgs
arm	dsh
arm	puc
arm	shg
arm	nito
arm	Tak1
arm	eRF1
arm	sgg
arm	sdt
arm	dpp
arm	ft
arm	CycA
arm	α-Cat::shg
arm	wg
arm	tws
arm	Arf6
arm	tsh
arm	tum
arm	aos
arm	Egfr::tor
arm	l(2)dC9
arm	pan::pygo
arm	aPKC|sgg
arm	Arp3
arm	ci
arm	ebd1
arm	pbl
arm	l(3)09291
arm	SCAR
arm	N::tor
arm	Cdk1
arm	Hipk
arm	crb
arm	skd
arm	rept
arm	brm
arm	tyn
arm	mir-310|mir-311|mir-312|mir-313
arm	ovo
arm	lilli
arm	Arf1
arm	Psn
arm	gro
arm	L
arm	Axn
arm	arr
arm	pont
arm	da
arm	Apc2
arm	spi
arm	alpha-Cat
arm	ssp
arm	Myo31DF
arm	Mad
arm	lqfR
arm	CadN
arm	Sec10
arm	Exo70
arm	CkIalpha
arm	Dsor1
arm	foxo
arm	mir-313
arm	mir-92a
arm	mir-92b
arm	Klp64D
arm	NitFhit
arm	MED31
arm	MED17
arm	MED21
arm	Cdk8
arm	hyx
arm	baz
arm	jar
arm	Apc
arm	Ubx
arm	mbt
arm	mir-310
arm	mir-311
arm	mir-312
arm	Iswi
arm	Caf1-55
arm	nej
arm	br
arm	slmb
arm	Oseg1
arm	rempA
arm	Cul4
arm	sdk
arm	Inx2
arm	Src42A
hid	Dronc
hid	Vps25
hid	Drice
hid	Dark
hid	TrpA1
hid	Imp
hid	msn
hid	mir-278
hid	Diap1
hid	cln
hid	Egfr
hid	p53
hid	mir-ban
hid	Den1
hid	Ras85D
hid	Raf
hid	wech
hid	Ae2
hid	Uba1
hid	grim|rpr
hid	Diap2
hid	Cbl
hid	Hsp60D
hid	cry
hid	Ack
hid	Hr4
hid	CG3251
hid	JMJD6
hid	Damm
hid	morgue
hid	hpo
hid	sav
hid	pan
hid	Cdk7
hid	CG10413
hid	yki
hid	Corp
hid	Ret
hid	Ack|RasGAP1
hid	sisRNA:2
hid	Rab11
hid	sty
hid	RasGAP1
hid	Duba
hid	Dsor1
hid	Rcc1
hid	cos
hid	mir-bft
hid	NimC4
hid	smo
hid	rl
hid	rpr
hid	NetB
hid	Dad1
hid	upd1
hid	Buffy
hid	Strica
hid	Bruce
hid	mats
hid	DUBAI
hid	pnut
hid	pnt
hid	NetA
hid	mir-14
hid	eff
hid	Dronc|Strica
hid	gl
hid	puc
hid	ACOX1
hid	Decay
hid	nmo
hid	aos
hid	Vps36
hid	X11L
hid	nito
hid	Dcp-1|Drice
hid	CSN5
hid	ptc
hid	D
hid	Ack|aos
hid	Pka-C1
hid	klu
hid	grim
hid	CG1503
hid	Srrm1
hid	Raf::tor
hid	lncRNA:Hsrω
hid	DCAF12
hid	Dronc|Decay
hid	emb
hid	E(rst)H42
hid	bsk
hid	lz
hid	mir-11
hid	mir-6-3
hid	mir-6-1
hid	mir-6-2
hid	mir-263b
hid	CG4570
hid	CG7675
hid	CG7567
Snr1	Su(Tpl)
Snr1	HDAC3
Snr1	ash1
Snr1	ab
Snr1	mor
Snr1	Kdm5
Snr1	gpp
Snr1	rho
Snr1	CycE
Snr1	HDAC1
Snr1	N
Snr1	puc
Snr1	Stat92E
Snr1	bsk
Snr1	bs
Snr1	Hsc70-4
Snr1	aos
Snr1	Kdm3
Snr1	Kdm2
Snr1	lawc
Snr1	cv
Snr1	Cdk2
Snr1	corto
Snr1	sens
Snr1	kibra
Snr1	JMJD6
Snr1	E(Egfr)B56
Snr1	dpp
Snr1	S
Snr1	brm
Snr1	E(z)
Snr1	kis
Snr1	Mer
Snr1	ex
Snr1	Jarid2
Snr1	JMJD5
Snr1	NO66
Snr1	sbb
Snr1	net
Snr1	Polr2A
Snr1	htt
Snr1	Asx
Snr1	gro
Snr1	CycD
Snr1	Egfr
Snr1	px
Snr1	ci
Snr1	CG14207
Snr1	Bap111
Snr1	Bap60
Snr1	MED8
Snr1	Bap55
Snr1	MED7
Snr1	CG2017
Snr1	MED17
Snr1	MED14
Snr1	MED18
Snr1	ebi
Snr1	Cpsf6
Snr1	Trl
Snr1	osa
Snr1	erm
Snr1	geminin
Snr1	Clk
Snr1	Su(var)3-3
Snr1	e(y)3
Snr1	d4
Snr1	Dyrk2
Snr1	mnb
Su(Tpl)	Ice2
Su(Tpl)	CycT
Su(Tpl)	CG8229
Su(Tpl)	ear
Su(Tpl)	lilli
Su(Tpl)	Ice1
Su(Tpl)	Cdk9
Diap1	Dark
Diap1	RpS3
Diap1	Strica
Diap1	Hsp60D
Diap1	Dronc
Diap1	Drice
Diap1	Dcr-2
Diap1	Usp15-31
Diap1	Diap2
Diap1	InR
Diap1	lncRNA:Hsrω
Diap1	AGO1
Diap1	AGO2
Diap1	Buffy
Diap1	eff
Diap1	w
Diap1	Dredd
Diap1	pcm
Diap1	hpo
Diap1	Ubr3
Diap1	HnRNP-K
Diap1	TER94
Diap1	Bruce
PIP4K	Rab5
PIP4K	Rheb
PIP4K	CG32512
PIP4K	Larp7
PIP4K	Myc
Rab5	Nrg
Rab5	Dronc
Rab5	puc
Rab5	scat
Rab5	Rab11
Rab5	ZnT63C
Rab5	Rpt1
Rab5	Mcad
Rab5	Idh3a
Rab5	Gfat2
Rab5	CG15098
Rab5	Rab6
Rab5	Sec61alpha
Rab5	Hel25E
Rab5	Cyp12d1-p
Rab5	ScsbetaG
Rab5	Tspo
Rab5	UQCR-C2
Rab5	CCT3
Rab5	CCT6
Rab5	Arl8
Rab5	Mec2
Rab5	Tapdelta
Rab5	CG33303
Rab5	cathD
Rab5	fax
Rab5	Vha68-2
Rab5	CG10425
Rab5	CG1416
Rab5	SERCA
Rab5	Ipo9
Rab5	MRP
Rab5	spidey
Rab5	Spt-I
Rab5	Sc2
Rab5	OstDelta
Rab5	Nfs1
Rab5	ScsbetaA
Rab5	Gp93
Rab5	Agpat3
Rab5	Rdh1
Rab5	Rab7
Rab5	ATPsyngamma
Rab5	Droj2
Rab5	Cnx99A
Rab5	Ost48
Rab5	Rbsn-5
Rab5	Pi3K68D
Rab5	mop
Rab5	CG41099
Rab5	Rbpn-5
Rab5	KdelR
Rab5	sau
Rab5	Ubr1
Rab5	Rbcn-3B
Rab5	Nadsyn
Rab5	CG4041
Rab5	Mhcl
Rab5	sp3
Rab5	Uvrag
Rab5	Atg6
Rab5	Bulli
Rab5	CG1513
Rab5	CG34126
Rab5	Khc-73
Rab5	Rab3GAP1
Rab5	CG9986
Rab5	Vps8
Rab5	CG3558
Rab5	cDIP
Rab5	Rab3-GAP
Rab5	tacc
Rab5	Ocrl
Rab5	Vps15
Rab5	rogdi
Rab5	Mon1
Rab5	Rok
Rab5	Lrrk
Rab5	CG6607
Rab5	htt
Rab5	Tbc1d15-17
Rab5	Rabex-5
Rab5	CG8134
Rab5	Ccz1
Rab5	CG9205
Rab5	Rbcn-3A
Rab5	Pi3K59F
Rab5	Vps45
Rab5	Strip
Rab5	spri
Rab5	scrib
Rab5	Vps16A
Rab5	Rab1
Rab5	RpS10b
Rab5	Vps35
Rab5	dome
Rab5	Dlic
Rab5	mv
Vang	scrib
Vang	pk
Vang	bdg
Vang	Rac1
Vang	stan
Vang	pwn
Vang	dgo
Vang	fw
Vang	dsh
Vang	dco
Vang	DAAM
Vang	grh
Vang	fz2|fz
Vang	in
Vang	fred
Vang	Snx27
pcs	Btk
Btk	Src42A
Btk	chic
Btk	CycE
Btk	Src64B
Btk	tsr
Btk	Pvr
Btk	Egfr
Btk	Cad96Ca
Btk	Ptp10D
Btk	wash
Dl	neur
Dl	Snr1
Dl	CG9650
Dl	kst
Dl	Kap-α3
Dl	Su(dx)
Dl	brm
Dl	CoRest
Dl	Atg4b
Dl	Rga
Dl	Tctp
Dl	Mp20
Dl	Sik2
Dl	HINT1
Dl	E(Dl)D72
Dl	px
Dl	Fen1
Dl	E(Dl)F10
Dl	Hsc70-5
Dl	γTub23C
Dl	CycG
Dl	Fkbp14
Dl	Hr38
Dl	ed
Dl	hop
Dl	Plexate
Dl	S
Dl	Su(H)
Dl	fng
Dl	net
Dl	Sirt1
Dl	rumi
Dl	RpL19
Dl	Not3
Dl	Ni-K
Dl	crb
Dl	H
Dl	ihog
Dl	E(Dl)F14
Dl	E(Dl)F25
Dl	smo
Dl	ci
Dl	bib
Dl	hh
Dl	uif
Dl	Neurl4
Dl	caup
Dl	E(Dl)F167
Dl	Mo25
Dl	mir-7
Dl	E(Dl)9P39.3
Dl	lqf
Dl	E(Dl)D165
Dl	Amun
Dl	YL-1
Dl	Ide
Dl	Not1
Dl	Liprin-α
Dl	jp
Dl	Bx
Dl	E(Dl)KP420
Dl	Hsc70-3
Dl	Ser
Dl	Lrrk
Dl	Mgat1
Dl	Hipk
Dl	Egfr
Dl	M285
Dl	E(Dl)KP254
Dl	Su(Dl)D107
Dl	RpL9
Dl	Vha68-2
Dl	Psn
Dl	Csp
Dl	HERC2
Dl	CRMP
Dl	Cam
Dl	Su(Dl)F116
Dl	Yif1
Dl	twin
Dl	tsh
Dl	Hs3st-B
Dl	Ip259
Dl	bs
Dl	DEF8
Dl	Rap1
Dl	DCTN1-p150
Dl	E(Dl)9P39.8
Dl	Bre1
Dl	ato
Dl	Axn
Dl	ara
Dl	E(Dl)F42
Dl	Pop2
Dl	RhoGAP68F
Dl	cic
Dl	mib1
Dl	mirr
Dl	boi
Dl	emc
Dl	RpS3
Dl	su(f)
Dl	sno
Dl	Xxylt
Dl	eyg
Dl	Dad
Dl	E(nd)195
Dl	mir-1
Dl	kuz
Dl	O-fut1
Dl	sca
neur	eff
neur	mib1
neur	α4GT1
neur	HERC2
neur	Neurl4
neur	Ser
neur	Tom
neur	Lrrk
neur	sdt
neur	CG10947
neur	Ocho
neur	BobC
neur	BobA
neur	BobB
sd	wg
sd	ebi
sd	vg
sd	yki
sd	HDAC1
sd	E2f1
sd	brm
sd	Psc
sd	Bin1
sd	bi
sd	tara
sd	sd::vg
sd	Pc
sd	osa
sd	sens
sd	piwi
sd	Pcl
sd	ph-p
sd	puc
sd	Ncoa6
sd	chm
sd	Trl
sd	kay
sd	trx
sd	AGO1
sd	Haspin
sd	trr
sd	Jra
sd	Hrb27C
sd	Fab-7
sd	E(scalloped)
sd	Dcr-2
sd	Kap-alpha3
sd	Tgi
sd	jar
sd	wts
sd	nerfin-1
sd	Bap60
sd	Bap55
sd	Mef2
sd	p38b
sd	Dp
sd	mir-8
sd	Ubx
sd	Wbp2
bur	Mfap1
bur	Mst85C
bur	CkIIbeta
bur	Usp7
bur	ci
Nab2	Arpc2
Nab2	Gαo
Nab2	Fmr1
Nab2	fz
Nab2	stan
Nab2	Pabp2
Nab2	Atx2
Nab2	tap
Nab2	mtd
Nab2	Vang
Nab2	dsh
Nab2	DAAM
Nab2	stai
Nab2	puc
Nab2	drk
Nab2	hrg
Nab2	Bsg
Nab2	sm
Nab2	HmgZ
Nab2	Wnt4
Nab2	pk
Nab2	Appl
Nab2	Rbsn-5
Nab2	CaMKII
Arpc2	dock
Arpc2	Arp3
Arpc2	Arpc3A
Arpc2	didum
Arpc2	cpa
Arpc2	scra
Arpc2	Arpc4
brat	zld
brat	Myc
brat	Mdh1
brat	me31B
brat	erm
brat	PAN2
brat	osa
brat	mor
brat	insb
brat	ato
brat	Pop2
brat	dpn
brat	Cul1
brat	Mfe2
brat	klu
brat	lncRNA:cherub
brat	Imp
brat	numb
brat	Axn
brat	Tis11
brat	sgg
brat	pros
brat	trx
brat	brm
brat	Mad
brat	Men
brat	Gpdh1
brat	Pepck1
brat	Syp
brat	btd
brat	Apc2
brat	E(spl)mγ-HLH
brat	bsk
brat	Not1
brat	Wwox
brat	orb2
brat	grh
brat	CkIα
brat	arm
brat	Zw
brat	elav
brat	mira
brat	sstn
brat	chinmo
brat	Sirt1
brat	Corin
brat	par-6
brat	AGO1
brat	eIF4EHP
brat	Sxl
eas	su(eas)13
eas	SREBP
eas	para
eas	cac
eas	ATPCL
eas	Top1
eas	GABA-B-R2
eas	sna
eas	esg
eas	shi
eas	mei-P26
eas	su(eas)7
eas	Itgbn
eas	mle|para
eas	SLO2
eas	tau
eas	kcc
eas	shakB
eas	FASN1
eas	Mdr65
eas	pAbp
eas	EP2589
eas	ACC
Psn	Mettl2
Psn	dac
Psn	γTub23C
Psn	Itpr
Psn	Nct
Psn	hh
Psn	Ipp
Psn	H
Psn	vg
Psn	opa
Psn	so
Psn	AP-1μ
Psn	Ubqn
Psn	sgg
Psn	sfl
Psn	Ras85D
Psn	mGluR
Psn	Spt5
Psn	Su(H)
Psn	eya
Psn	ttv
Psn	gl
Psn	kkv
Psn	dpy
Psn	S
Psn	Diap1
Psn	cher
Psn	Rap1
Psn	hbs
Dys	l(3)L4092
Dys	stan
Dys	dpp
Dys	kek1
Dys	msk
Dys	Sema1a
Dys	del
Dys	wun
Dys	lace
Dys	vimar
Dys	robo1
Dys	spin
Dys	kis
Dys	sli
Dys	Sdc
Dys	CG4496
Dys	l(2)k04222b
Dys	mbl
Dys	uif
Dys	fra
Dys	Rack1
Dys	v(2)k14204
Dys	wg
Dys	capt
Dys	Dyb
Dys	l(3)j5B6
Dys	Nrk
Dys	Dl
Dys	l(2)k09848
Dys	Sply
Dys	Hipk
Dys	dysc
Dys	l(2)k03003
Dys	DCTN2-p50
Dys	POSH
Dys	gcm
Dys	grh
Dys	Lis-1
Dys	Dad
Dys	aos
Dys	l(2)k10317
Dys	Khc
Dys	Sema2a
Dys	dsx-c73A
Dys	nAChRα6
Dys	Cam
Dys	robo2
Myc	Desat1
Myc	LTV1
Myc	hfp
Myc	pont
Myc	ago
Myc	puf
Myc	Sin3A
Myc	sgg
Myc	Ilp5
Myc	stg
Myc	Atg17
Myc	Atg18a
Myc	Pi3K59F
Myc	Pdha
Myc	yki
Myc	Sirt6
Myc	Dp
Myc	Atg1
Myc	Keap1
Myc	sqh
Myc	Hcf
Myc	L2HGDH
Myc	vito
Myc	shg
Myc	ash2
Myc	Kdm5
Myc	PEK
Myc	Diap1
Myc	Ets97D
Myc	sisA
Myc	p53
Myc	Pfk
Myc	run
Myc	rept
Myc	scny
Myc	SPARC
Myc	Snr1
Myc	Hex-A
Myc	Asx
Myc	Max
Myc	RpL8
Myc	GABA-B-R1
Myc	Mnt
Myc	ref(2)P
Myc	dia
Myc	nclb
Myc	Ldh
Myc	mor
Myc	tkv
Myc	Polr1B
Myc	GABA-B-R2
Myc	hay
Myc	dpp
Myc	hep
Myc	Atg8a
Myc	Su(z)2
Myc	puc
Myc	sc
Myc	Rab5
Myc	Gcn5
Myc	fwe
Myc	brm
Myc	su(Hw)
Myc	mir-308
Myc	cnc
Myc	put
Myc	CkIIalpha
Myc	CaMKII
Myc	rump
Myc	Vha26
Myc	Ns3
Myc	RpL19
Myc	AGO1
Gαo	Dhit
Gαo	pins
Gαo	Gγ1
Gαo	fz2
Gαo	Plc21C
sev	Sps1
sev	Rap1
sev	Ppb
sev	Dab
sev	Dsor1
sev	Nrt
sev	Cdc37
sev	ato
sev	RasGAP1
sev	Socs36E
sev	mask
sev	TfIIA-S
sev	cdi
sev	tsr
sev	rin
sev	dos
sev	Cat
sev	cnk
sev	BEAF-32
sev	Ras85D
sev	S6kII
sev	babo
sev	Sos
sev	Tor
sev	Cbl
sev	drk
sev	E(sev)3D
sev	mRpL55
sev	Jra
sev	S
sev	kay
sev	Mkp3
sev	rl
sev	Egfr
sev	ssh
sev	melt
sev	sty
CycE	S(CycE<up>JP</up>)13S1
CycE	S(CycE<up>JP</up>)2.4
CycE	S(Sev-CycE)D16
CycE	E2f1
CycE	Eb1
CycE	Ras85D
CycE	CadN
CycE	ago
CycE	E(Sev-CycE)D45
CycE	RasGAP1
CycE	osa
CycE	dlg1
CycE	E(Sev-CycE)G66
CycE	S(CycE<up>JP</up>)2.6
CycE	S(CycE<up>JP</up>)47S8
CycE	S(CycE<up>JP</up>)42S33
CycE	stg
CycE	brm
CycE	S(CycE<up>JP</up>)2.7
CycE	scrib
CycE	trio
CycE	Abl
CycE	rux
CycE	arm
CycE	Dad
CycE	spen
CycE	ex
CycE	spi
CycE	S(CycE<up>JP</up>)3.1
CycE	S(CycE<up>JP</up>)3.2
CycE	S(CycE<up>JP</up>)3.4
CycE	Trl
CycE	Pc
CycE	RpS12
CycE	l(1)air10
CycE	dsh
CycE	dap
CycE	E(Sev-CycE)D50
CycE	Dp
CycE	S(CycE<up>JP</up>)2.10
CycE	sax
CycE	Scr
CycE	l(2)gl
CycE	ash1
CycE	S(CycE<up>JP</up>)3.3
CycE	Rca1
CycE	btl
CycE	Cdk2
CycE	sina
CycE	S(CycE<up>JP</up>)2.13
CycE	hth
CycE	RpS6
CycE	ft
CycE	S(CycE<up>JP</up>)2.9
CycE	Dp|E2f1
CycE	S(CycE<up>JP</up>)20S1
CycE	S(Sev-CycE)D2
CycE	S(CycE<up>JP</up>)59S18
CycE	hh
CycE	dpp
CycE	hid
CycE	hop
CycE	S(Sev-CycE)D28
CycE	dpp|shn
CycE	Mad|dpp
CycE	E(Sev-CycE)A14
CycE	scb
CycE	phyl
CycE	trx
CycE	Rho1
CycE	S(CycE<up>JP</up>)42S12
CycE	Egfr
CycE	S(CycE<up>JP</up>)68S10
CycE	Kdm5
CycE	mor
CycE	wg
CycE	crb
CycE	CycA
CycE	S(CycE<up>JP</up>)1S3
CycE	mod(mdg4)
CycE	Egfr::tor
CycE	Rbf
CycE	S(Sev-CycE)D17
CycE	ptc
CycE	S(CycE<up>JP</up>)43S1
CycE	shg
CycE	l(1)air6
CycE	S(CycE<up>JP</up>)59S9
CycE	drk
CycE	S(Sev-CycE)D30
CycE	S(CycE<up>JP</up>)2.8
CycE	l(1)air7
CycE	S(CycE<up>JP</up>)E9S1
CycE	RpS19b
CycE	kto
CycE	Med|dpp
CycE	CSN5
CycE	Nsf2
CycE	CCT4
CycE	pnt
CycE	E(Sev-CycE)E19
CycE	Zn72D
CycE	dpp|put
CycE	E(Sev-CycE)E44
CycE	E(Pc)
CycE	hpo
CycE	skd
CycE	Axn
CycE	RpL38
CycE	l(1)air16
CycE	Hsc70-4
CycE	ash2
CycE	Pi3K92E
CycE	dpp|tkv
CycE	caup
CycE	mi
CycE	Cul4
Xbp1	cnc
Xbp1	upd3
Xbp1	Keap1
Xbp1	bsk
Xbp1	Pif1A
Xbp1	cbt
Xbp1	CG4496
ph-p	M(2)58F
ph-p	corto
ph-p	lolal
ph-p	Hsc70-4
ph-p	tara
ph-p	dpp
ph-p	dom
ph-p	Su(Pc)35CD
ph-p	Marcal1
ph-p	salm
ph-p	tou
ph-p	eff
ph-p	chm
ph-p	rept
ph-p	trx
ph-p	spi
ph-p	e(Pc)84DE
ph-p	brm
ph-p	Eip75B
ph-p	daw
ph-p	ph-d
ph-p	RpLP1
ph-p	dpa
ph-p	M(2)56F
ph-p	fj
ph-p	Psc
ph-p	Taf1
ph-p	Taf4
ph-p	Taf5
ph-p	Sbf
ph-p	Taf6
ph-p	Sfmbt
ph-p	Top2
ph-p	barr
ph-p	Su(z)2
ph-p	Br140
ph-p	croc
ph-p	CG10321
ph-p	Eip78C
ph-p	Hr78
ph-p	Rel
ph-p	Trl
CycB	Dhc64C
CycB	Cdk1
CycB	chic
CycB	CycA
CycB	pim
CycB	thr
CycB	DCTN1-p150
CycB	Sse
CycB	qua
CycB	dia
CycB	Arp1
CycB	fzr
CycB	sced
CycB	robl
CycB	sqh
CycB	zip
CycB	RPA2
CycB	Cdc42
CycB	rux
CycB	Cks30A
CycB	CycB3
CycB	Cks85A
CycB	wisp
CycB	Rbp4
CycB	pum
CycB	nos
CycB	Z600
CycB	Rlip
CycB	Fmr1
CycB	lmgA
CycB	Psc
CycB	mr
CycB	Cdc23
CycB	Hsp83
CycB	msps
CycB	bel
CycB	dbf
CycB	orb
Dhc64C	vas
numb	ago
numb	spdo
numb	Su(H)
numb	HUWE1|Myc
numb	p53
numb	insb
numb	Dronc
numb	insv
numb	Myc
numb	CycA
numb	brm
numb	mir-ban
numb	erm
numb	mor
numb	Nak
numb	mira
numb	AP-2alpha
numb	pon
numb	Past1
numb	AP-1gamma
numb	CRMP
numb	par-6
numb	mol
numb	Dap160
numb	Eps-15
ago	bnl
ago	awd
ago	trh
ago	Vhl
ago	sima
ago	btl
ago	scny
ago	mi
HUWE1	p53
HUWE1	Myc
HUWE1	grnd
HUWE1	Traf6
HUWE1	Tab2
HUWE1	rictor
HUWE1	Lkb1
p53	Myt1
p53	Erk7
p53	Daxx
p53	Atg1
p53	hay
p53	mir-278
p53	mei-W68
p53	Surf1
p53	Scox
p53	ninaA
p53	Hr3
p53	dap
p53	hpo
p53	lok
p53	Set
p53	mus201
p53	fzy
p53	Diap1
p53	Corp
p53	Wee1
p53	okr
p53	ago
p53	sav
p53	Dark
p53	mir-285
p53	Dronc
p53	CycE
p53	Imp
p53	wts
p53	AIF
p53	Pi3K92E
p53	Hr4
p53	mrn
p53	Topors
p53	Utx
p53	Dlip3
p53	mir-279
p53	mir-305
p53	mir-1014
p53	mir-219
p53	sip3
p53	Nna1
p53	ap
p53	Cep89
p53	boly
p53	tbrd-1
p53	AGO2
p53	fdl
p53	TTLL5
p53	mtgo
p53	bsf
p53	Svil
p53	raskol
p53	sima
p53	dyl
p53	spoon
p53	nord
p53	CG32985
p53	Brd8
p53	Sas-6
p53	mir-283
p53	CG30059
p53	lost
p53	CycG
p53	gry
p53	CG1647
p53	chinmo
p53	Sox102F
abd-A	btl::Egfr
abd-A	hth
abd-A	grh
abd-A	Abd-B
abd-A	CycE
abd-A	cas
